second,controller_type,active_phase,total_queue_cars,avg_wait_time_sec,vehicle_throughput_count,co2_emissions_kg,emergency_preemption_active
2502,RL_PPO_Dynamic,East-West,4,6.25,6,0.0032,0
2503,RL_PPO_Dynamic,East-West,9,14.18,6,0.0072,0
2504,RL_PPO_Dynamic,East-West,6,9.35,1,0.0048,0
2505,RL_PPO_Dynamic,East-West,5,8.09,5,0.004,0
2506,RL_PPO_Dynamic,East-West,7,12.15,5,0.0056,0
2507,RL_PPO_Dynamic,East-West,5,8.35,5,0.004,0
2508,RL_PPO_Dynamic,East-West,9,14.67,1,0.0072,0
2509,RL_PPO_Dynamic,East-West,7,11.81,4,0.0056,0
2510,RL_PPO_Dynamic,East-West,7,10.21,2,0.0056,0
2511,RL_PPO_Dynamic,East-West,10,15.54,5,0.008,0
2512,RL_PPO_Dynamic,East-West,6,10.76,4,0.0048,0
2513,RL_PPO_Dynamic,East-West,5,8.79,6,0.004,0
2514,RL_PPO_Dynamic,East-West,4,6.12,6,0.0032,0
2515,RL_PPO_Dynamic,East-West,4,5.24,4,0.0032,0
2516,RL_PPO_Dynamic,East-West,7,9.52,6,0.0056,0
2517,RL_PPO_Dynamic,East-West,6,10.02,5,0.0048,0
2518,RL_PPO_Dynamic,East-West,5,7.98,2,0.004,0
2519,RL_PPO_Dynamic,East-West,10,14.57,3,0.008,0
2520,RL_PPO_Dynamic,North-South,7,10.11,1,0.0056,0
2521,RL_PPO_Dynamic,North-South,6,10.01,4,0.0048,0
2522,RL_PPO_Dynamic,North-South,6,9.3,1,0.0048,0
2523,RL_PPO_Dynamic,North-South,8,12.49,1,0.0064,0
2524,RL_PPO_Dynamic,North-South,8,13.36,5,0.0064,0
2525,RL_PPO_Dynamic,North-South,5,7.01,2,0.004,0
2526,RL_PPO_Dynamic,North-South,8,11.91,3,0.0064,0
2527,RL_PPO_Dynamic,North-South,4,5.09,6,0.0032,0
2528,RL_PPO_Dynamic,North-South,7,10.81,2,0.0056,0
2529,RL_PPO_Dynamic,North-South,8,11.37,6,0.0064,0
2530,RL_PPO_Dynamic,North-South,6,10.14,6,0.0048,0
2531,RL_PPO_Dynamic,North-South,7,12.16,1,0.0056,0
2532,RL_PPO_Dynamic,North-South,7,10.92,6,0.0056,0
2533,RL_PPO_Dynamic,North-South,6,10.36,2,0.0048,0
2534,RL_PPO_Dynamic,North-South,5,8.14,1,0.004,0
2535,RL_PPO_Dynamic,North-South,7,11.63,5,0.0056,0
2536,RL_PPO_Dynamic,North-South,8,13.04,6,0.0064,0
2537,RL_PPO_Dynamic,North-South,5,9.1,3,0.004,0
2538,RL_PPO_Dynamic,North-South,8,11.03,3,0.0064,0
2539,RL_PPO_Dynamic,North-South,8,13.55,3,0.0064,0
2540,RL_PPO_Dynamic,North-South,9,14.84,3,0.0072,0
2541,RL_PPO_Dynamic,North-South,7,11.89,3,0.0056,0
2542,RL_PPO_Dynamic,North-South,6,9.1,2,0.0048,0
2543,RL_PPO_Dynamic,North-South,3,5.85,2,0.0024,0
2544,RL_PPO_Dynamic,North-South,6,8.51,1,0.0048,0
2545,RL_PPO_Dynamic,North-South,7,12.24,3,0.0056,0
2546,RL_PPO_Dynamic,North-South,7,11.87,6,0.0056,0
2547,RL_PPO_Dynamic,North-South,6,8.32,1,0.0048,0
2548,RL_PPO_Dynamic,North-South,6,8.44,2,0.0048,0
2549,RL_PPO_Dynamic,North-South,8,13.29,4,0.0064,0
2550,RL_PPO_Dynamic,North-South,8,13.54,4,0.0064,0
2551,RL_PPO_Dynamic,North-South,6,8.77,4,0.0048,0
2552,RL_PPO_Dynamic,North-South,5,8.12,5,0.004,0
2553,RL_PPO_Dynamic,North-South,9,12.67,3,0.0072,0
2554,RL_PPO_Dynamic,North-South,7,12.48,3,0.0056,0
2555,RL_PPO_Dynamic,North-South,7,9.71,6,0.0056,0
2556,RL_PPO_Dynamic,North-South,4,6.51,4,0.0032,0
2557,RL_PPO_Dynamic,North-South,7,10.01,2,0.0056,0
2558,RL_PPO_Dynamic,North-South,7,11.32,6,0.0056,0
2559,RL_PPO_Dynamic,North-South,6,8.96,6,0.0048,0
2560,RL_PPO_Dynamic,North-South,6,10.32,2,0.0048,0
2561,RL_PPO_Dynamic,North-South,5,8.23,4,0.004,0
2562,RL_PPO_Dynamic,North-South,5,8.38,1,0.004,0
2563,RL_PPO_Dynamic,North-South,7,10.92,2,0.0056,0
2564,RL_PPO_Dynamic,North-South,5,7.82,1,0.004,0
2565,RL_PPO_Dynamic,East-West,6,10.96,1,0.0048,0
2566,RL_PPO_Dynamic,East-West,9,14.79,1,0.0072,0
2567,RL_PPO_Dynamic,East-West,9,14.67,6,0.0072,0
2568,RL_PPO_Dynamic,East-West,6,8.37,6,0.0048,0
2569,RL_PPO_Dynamic,East-West,9,12.74,2,0.0072,0
2570,RL_PPO_Dynamic,East-West,8,11.31,5,0.0064,0
2571,RL_PPO_Dynamic,East-West,8,13.73,5,0.0064,0
2572,RL_PPO_Dynamic,East-West,8,13.55,2,0.0064,0
2573,RL_PPO_Dynamic,East-West,2,2.35,4,0.0016,0
2574,RL_PPO_Dynamic,East-West,9,15.03,2,0.0072,0
2575,RL_PPO_Dynamic,East-West,7,9.69,3,0.0056,0
2576,RL_PPO_Dynamic,East-West,6,8.27,4,0.0048,0
2577,RL_PPO_Dynamic,East-West,6,8.51,5,0.0048,0
2578,RL_PPO_Dynamic,East-West,5,8.61,3,0.004,0
2579,RL_PPO_Dynamic,East-West,6,10.47,3,0.0048,0
2580,RL_PPO_Dynamic,East-West,8,12.16,3,0.0064,0
2581,RL_PPO_Dynamic,East-West,8,11.74,2,0.0064,0
2582,RL_PPO_Dynamic,East-West,6,9.36,6,0.0048,0
2583,RL_PPO_Dynamic,East-West,5,7.84,1,0.004,0
2584,RL_PPO_Dynamic,East-West,8,11.17,6,0.0064,0
2585,RL_PPO_Dynamic,East-West,6,9.81,6,0.0048,0
2586,RL_PPO_Dynamic,East-West,8,12.1,4,0.0064,0
2587,RL_PPO_Dynamic,East-West,5,7.51,2,0.004,0
2588,RL_PPO_Dynamic,East-West,2,3.65,2,0.0016,0
2589,RL_PPO_Dynamic,East-West,6,9.31,1,0.0048,0
2590,RL_PPO_Dynamic,East-West,5,6.67,5,0.004,0
2591,RL_PPO_Dynamic,East-West,5,8,3,0.004,0
2592,RL_PPO_Dynamic,East-West,4,5.79,5,0.0032,0
2593,RL_PPO_Dynamic,East-West,7,10,1,0.0056,0
2594,RL_PPO_Dynamic,East-West,6,8.75,3,0.0048,0
2595,RL_PPO_Dynamic,East-West,8,12.95,2,0.0064,0
2596,RL_PPO_Dynamic,East-West,5,7.77,3,0.004,0
2597,RL_PPO_Dynamic,East-West,7,10.4,6,0.0056,0
2598,RL_PPO_Dynamic,East-West,6,10.6,6,0.0048,0
2599,RL_PPO_Dynamic,East-West,6,10.89,4,0.0048,0
2600,RL_PPO_Dynamic,East-West,8,11.16,3,0.0064,0
2601,RL_PPO_Dynamic,East-West,7,10.14,6,0.0056,0
2602,RL_PPO_Dynamic,East-West,7,10.07,6,0.0056,0
2603,RL_PPO_Dynamic,East-West,7,11.41,2,0.0056,0
2604,RL_PPO_Dynamic,East-West,8,13.74,5,0.0064,0
2605,RL_PPO_Dynamic,East-West,4,7.52,5,0.0032,0
2606,RL_PPO_Dynamic,East-West,7,10.37,1,0.0056,0
2607,RL_PPO_Dynamic,East-West,5,8.95,1,0.004,0
2608,RL_PPO_Dynamic,East-West,5,6.52,6,0.004,0
2609,RL_PPO_Dynamic,East-West,9,13.87,5,0.0072,0
2610,RL_PPO_Dynamic,North-South,5,8.04,5,0.004,0
2611,RL_PPO_Dynamic,North-South,5,9.1,5,0.004,0
2612,RL_PPO_Dynamic,North-South,5,7.28,3,0.004,0
2613,RL_PPO_Dynamic,North-South,5,9,1,0.004,0
2614,RL_PPO_Dynamic,North-South,5,7.4,1,0.004,0
2615,RL_PPO_Dynamic,North-South,8,13.74,2,0.0064,0
2616,RL_PPO_Dynamic,North-South,7,12.15,3,0.0056,0
2617,RL_PPO_Dynamic,North-South,7,11.24,1,0.0056,0
2618,RL_PPO_Dynamic,North-South,7,9.6,6,0.0056,0
2619,RL_PPO_Dynamic,North-South,5,6.55,5,0.004,0
2620,RL_PPO_Dynamic,North-South,5,8.22,4,0.004,0
2621,RL_PPO_Dynamic,North-South,6,10.57,6,0.0048,0
2622,RL_PPO_Dynamic,North-South,5,9.44,4,0.004,0
2623,RL_PPO_Dynamic,North-South,4,5.87,6,0.0032,0
2624,RL_PPO_Dynamic,North-South,3,6.35,3,0.0024,0
2625,RL_PPO_Dynamic,North-South,6,9.42,4,0.0048,0
2626,RL_PPO_Dynamic,North-South,5,8.34,6,0.004,0
2627,RL_PPO_Dynamic,North-South,6,9.6,1,0.0048,0
2628,RL_PPO_Dynamic,North-South,8,11.82,3,0.0064,0
2629,RL_PPO_Dynamic,North-South,5,7.49,2,0.004,0
2630,RL_PPO_Dynamic,North-South,7,9.58,2,0.0056,0
2631,RL_PPO_Dynamic,North-South,4,7.82,3,0.0032,0
2632,RL_PPO_Dynamic,North-South,7,11.21,3,0.0056,0
2633,RL_PPO_Dynamic,North-South,5,7.15,4,0.004,0
2634,RL_PPO_Dynamic,North-South,6,10.28,4,0.0048,0
2635,RL_PPO_Dynamic,North-South,6,10.27,2,0.0048,0
2636,RL_PPO_Dynamic,North-South,6,10.23,5,0.0048,0
2637,RL_PPO_Dynamic,North-South,6,9.94,1,0.0048,0
2638,RL_PPO_Dynamic,North-South,6,9.11,6,0.0048,0
2639,RL_PPO_Dynamic,North-South,10,16.67,4,0.008,0
2640,RL_PPO_Dynamic,North-South,6,10.11,6,0.0048,0
2641,RL_PPO_Dynamic,North-South,8,12.83,4,0.0064,0
2642,RL_PPO_Dynamic,North-South,5,7.24,6,0.004,0
2643,RL_PPO_Dynamic,North-South,7,9.59,1,0.0056,0
2644,RL_PPO_Dynamic,North-South,4,6.61,4,0.0032,0
2645,RL_PPO_Dynamic,North-South,6,9.97,5,0.0048,0
2646,RL_PPO_Dynamic,North-South,6,9.5,3,0.0048,0
2647,RL_PPO_Dynamic,North-South,5,7.53,6,0.004,0
2648,RL_PPO_Dynamic,North-South,7,12.16,1,0.0056,0
2649,RL_PPO_Dynamic,North-South,6,9.26,3,0.0048,0
2650,RL_PPO_Dynamic,North-South,5,7.72,1,0.004,0
2651,RL_PPO_Dynamic,North-South,7,12.09,5,0.0056,0
2652,RL_PPO_Dynamic,North-South,5,6.55,1,0.004,0
2653,RL_PPO_Dynamic,North-South,7,12.11,2,0.0056,0
2654,RL_PPO_Dynamic,North-South,8,12.26,1,0.0064,0
2655,RL_PPO_Dynamic,East-West,6,10.52,4,0.0048,0
2656,RL_PPO_Dynamic,East-West,5,8.36,3,0.004,0
2657,RL_PPO_Dynamic,East-West,7,10.63,2,0.0056,0
2658,RL_PPO_Dynamic,East-West,7,9.57,1,0.0056,0
2659,RL_PPO_Dynamic,East-West,8,13.56,6,0.0064,0
2660,RL_PPO_Dynamic,East-West,8,11.28,1,0.0064,0
2661,RL_PPO_Dynamic,East-West,4,6.79,5,0.0032,0
2662,RL_PPO_Dynamic,East-West,5,7.1,1,0.004,0
2663,RL_PPO_Dynamic,East-West,7,11.3,4,0.0056,0
2664,RL_PPO_Dynamic,East-West,8,11.47,2,0.0064,0
2665,RL_PPO_Dynamic,East-West,7,11.79,5,0.0056,0
2666,RL_PPO_Dynamic,East-West,5,7.21,4,0.004,0
2667,RL_PPO_Dynamic,East-West,4,7.92,1,0.0032,0
2668,RL_PPO_Dynamic,East-West,6,9.33,1,0.0048,0
2669,RL_PPO_Dynamic,East-West,4,5.57,6,0.0032,0
2670,RL_PPO_Dynamic,East-West,5,8.76,1,0.004,0
2671,RL_PPO_Dynamic,East-West,4,6.47,3,0.0032,0
2672,RL_PPO_Dynamic,East-West,7,10.21,5,0.0056,0
2673,RL_PPO_Dynamic,East-West,5,7.92,3,0.004,0
2674,RL_PPO_Dynamic,East-West,5,7.63,4,0.004,0
2675,RL_PPO_Dynamic,East-West,2,4.42,2,0.0016,0
2676,RL_PPO_Dynamic,East-West,7,11.78,3,0.0056,0
2677,RL_PPO_Dynamic,East-West,6,9.21,5,0.0048,0
2678,RL_PPO_Dynamic,East-West,4,7.47,4,0.0032,0
2679,RL_PPO_Dynamic,East-West,7,9.55,3,0.0056,0
2680,RL_PPO_Dynamic,East-West,7,9.95,6,0.0056,0
2681,RL_PPO_Dynamic,East-West,1,2,3,0.0008,0
2682,RL_PPO_Dynamic,East-West,7,12.06,6,0.0056,0
2683,RL_PPO_Dynamic,East-West,6,9.09,5,0.0048,0
2684,RL_PPO_Dynamic,East-West,6,9.19,3,0.0048,0
2685,RL_PPO_Dynamic,East-West,5,8.12,4,0.004,0
2686,RL_PPO_Dynamic,East-West,4,6.16,6,0.0032,0
2687,RL_PPO_Dynamic,East-West,6,9,5,0.0048,0
2688,RL_PPO_Dynamic,East-West,6,8.71,6,0.0048,0
2689,RL_PPO_Dynamic,East-West,4,6.88,6,0.0032,0
2690,RL_PPO_Dynamic,East-West,6,8.61,2,0.0048,0
2691,RL_PPO_Dynamic,East-West,4,5.48,6,0.0032,0
2692,RL_PPO_Dynamic,East-West,4,5.43,2,0.0032,0
2693,RL_PPO_Dynamic,East-West,5,8.04,3,0.004,0
2694,RL_PPO_Dynamic,East-West,6,8.27,5,0.0048,0
2695,RL_PPO_Dynamic,East-West,6,9.67,2,0.0048,0
2696,RL_PPO_Dynamic,East-West,8,12.27,1,0.0064,0
2697,RL_PPO_Dynamic,East-West,3,6.26,3,0.0024,0
2698,RL_PPO_Dynamic,East-West,3,4.42,2,0.0024,0
2699,RL_PPO_Dynamic,East-West,7,10.55,2,0.0056,0
2700,RL_PPO_Dynamic,North-South,6,9.58,4,0.0048,0
2701,RL_PPO_Dynamic,North-South,5,8.26,2,0.004,0
2702,RL_PPO_Dynamic,North-South,8,13.82,3,0.0064,0
2703,RL_PPO_Dynamic,North-South,7,9.75,1,0.0056,0
2704,RL_PPO_Dynamic,North-South,6,10.36,2,0.0048,0
2705,RL_PPO_Dynamic,North-South,3,6.28,1,0.0024,0
2706,RL_PPO_Dynamic,North-South,3,5.42,1,0.0024,0
2707,RL_PPO_Dynamic,North-South,7,10.4,1,0.0056,0
2708,RL_PPO_Dynamic,North-South,6,8.99,2,0.0048,0
2709,RL_PPO_Dynamic,North-South,6,8.93,5,0.0048,0
2710,RL_PPO_Dynamic,North-South,5,7.12,2,0.004,0
2711,RL_PPO_Dynamic,North-South,3,6.36,5,0.0024,0
2712,RL_PPO_Dynamic,North-South,5,9.14,5,0.004,0
2713,RL_PPO_Dynamic,North-South,6,8.16,5,0.0048,0
2714,RL_PPO_Dynamic,North-South,5,8.14,6,0.004,0
2715,RL_PPO_Dynamic,North-South,4,6.4,1,0.0032,0
2716,RL_PPO_Dynamic,North-South,5,8.73,1,0.004,0
2717,RL_PPO_Dynamic,North-South,4,5.35,6,0.0032,0
2718,RL_PPO_Dynamic,North-South,3,4.67,3,0.0024,0
2719,RL_PPO_Dynamic,North-South,2,4.18,2,0.0016,0
2720,RL_PPO_Dynamic,North-South,7,10.55,6,0.0056,0
2721,RL_PPO_Dynamic,North-South,7,11.41,2,0.0056,0
2722,RL_PPO_Dynamic,North-South,5,9.46,4,0.004,0
2723,RL_PPO_Dynamic,North-South,7,10.61,4,0.0056,0
2724,RL_PPO_Dynamic,North-South,4,5.55,1,0.0032,0
2725,RL_PPO_Dynamic,North-South,3,5.88,4,0.0024,0
2726,RL_PPO_Dynamic,North-South,5,7.22,5,0.004,0
2727,RL_PPO_Dynamic,North-South,3,5.01,2,0.0024,0
2728,RL_PPO_Dynamic,North-South,3,4.73,1,0.0024,0
2729,RL_PPO_Dynamic,North-South,5,9.27,5,0.004,0
2730,RL_PPO_Dynamic,North-South,6,8.56,6,0.0048,0
2731,RL_PPO_Dynamic,North-South,4,5.25,6,0.0032,0
2732,RL_PPO_Dynamic,North-South,1,2,4,0.0008,0
2733,RL_PPO_Dynamic,North-South,4,5.78,5,0.0032,0
2734,RL_PPO_Dynamic,North-South,6,8.96,3,0.0048,0
2735,RL_PPO_Dynamic,North-South,5,8.94,4,0.004,0
2736,RL_PPO_Dynamic,North-South,3,3.96,3,0.0024,0
2737,RL_PPO_Dynamic,North-South,4,7.14,4,0.0032,0
2738,RL_PPO_Dynamic,North-South,2,4.12,3,0.0016,0
2739,RL_PPO_Dynamic,North-South,4,7.38,2,0.0032,0
2740,RL_PPO_Dynamic,North-South,3,5.48,1,0.0024,0
2741,RL_PPO_Dynamic,North-South,3,3.54,2,0.0024,0
2742,RL_PPO_Dynamic,North-South,3,4.34,4,0.0024,0
2743,RL_PPO_Dynamic,North-South,5,6.94,2,0.004,0
2744,RL_PPO_Dynamic,North-South,6,8.7,6,0.0048,0
2745,RL_PPO_Dynamic,East-West,4,7.08,2,0.0032,0
2746,RL_PPO_Dynamic,East-West,4,5.25,4,0.0032,0
2747,RL_PPO_Dynamic,East-West,5,8.49,2,0.004,0
2748,RL_PPO_Dynamic,East-West,6,9.46,2,0.0048,0
2749,RL_PPO_Dynamic,East-West,4,7.02,1,0.0032,0
2750,RL_PPO_Dynamic,East-West,6,8.69,4,0.0048,0
2751,RL_PPO_Dynamic,East-West,6,9.05,6,0.0048,0
2752,RL_PPO_Dynamic,East-West,7,12.37,6,0.0056,0
2753,RL_PPO_Dynamic,East-West,7,12.42,2,0.0056,0
2754,RL_PPO_Dynamic,East-West,3,5.42,6,0.0024,0
2755,RL_PPO_Dynamic,East-West,3,4.23,1,0.0024,0
2756,RL_PPO_Dynamic,East-West,3,4.74,5,0.0024,0
2757,RL_PPO_Dynamic,East-West,6,10.83,3,0.0048,0
2758,RL_PPO_Dynamic,East-West,4,6.81,1,0.0032,0
2759,RL_PPO_Dynamic,East-West,4,6.5,6,0.0032,0
2760,RL_PPO_Dynamic,East-West,6,10.5,6,0.0048,0
2761,RL_PPO_Dynamic,East-West,6,10.58,4,0.0048,0
2762,RL_PPO_Dynamic,East-West,5,9.12,2,0.004,0
2763,RL_PPO_Dynamic,East-West,6,8.03,6,0.0048,0
2764,RL_PPO_Dynamic,East-West,5,6.79,3,0.004,0
2765,RL_PPO_Dynamic,East-West,4,5.06,5,0.0032,0
2766,RL_PPO_Dynamic,East-West,5,8.99,1,0.004,0
2767,RL_PPO_Dynamic,East-West,4,6.49,1,0.0032,0
2768,RL_PPO_Dynamic,East-West,5,7.16,2,0.004,0
2769,RL_PPO_Dynamic,East-West,6,10.87,5,0.0048,0
2770,RL_PPO_Dynamic,East-West,3,4.84,4,0.0024,0
2771,RL_PPO_Dynamic,East-West,5,6.54,4,0.004,0
2772,RL_PPO_Dynamic,East-West,6,9.81,3,0.0048,0
2773,RL_PPO_Dynamic,East-West,5,6.51,6,0.004,0
2774,RL_PPO_Dynamic,East-West,8,13.81,2,0.0064,0
2775,RL_PPO_Dynamic,East-West,6,8.58,2,0.0048,0
2776,RL_PPO_Dynamic,East-West,6,9.85,3,0.0048,0
2777,RL_PPO_Dynamic,East-West,3,5.43,3,0.0024,0
2778,RL_PPO_Dynamic,East-West,6,9.22,3,0.0048,0
2779,RL_PPO_Dynamic,East-West,5,7.37,2,0.004,0
2780,RL_PPO_Dynamic,East-West,3,6.26,6,0.0024,0
2781,RL_PPO_Dynamic,East-West,3,4.67,2,0.0024,0
2782,RL_PPO_Dynamic,East-West,5,6.69,4,0.004,0
2783,RL_PPO_Dynamic,East-West,4,6.77,1,0.0032,0
2784,RL_PPO_Dynamic,East-West,5,9.15,4,0.004,0
2785,RL_PPO_Dynamic,East-West,3,5.77,3,0.0024,0
2786,RL_PPO_Dynamic,East-West,0,2,3,0,0
2787,RL_PPO_Dynamic,East-West,1,2,5,0.0008,0
2788,RL_PPO_Dynamic,East-West,3,6.31,2,0.0024,0
2789,RL_PPO_Dynamic,East-West,3,6.03,3,0.0024,0
2790,RL_PPO_Dynamic,North-South,6,10.77,4,0.0048,0
2791,RL_PPO_Dynamic,North-South,6,9.98,2,0.0048,0
2792,RL_PPO_Dynamic,North-South,1,2.8,3,0.0008,0
2793,RL_PPO_Dynamic,North-South,5,6.8,3,0.004,0
2794,RL_PPO_Dynamic,North-South,3,4.36,6,0.0024,0
2795,RL_PPO_Dynamic,North-South,3,6.26,5,0.0024,0
2796,RL_PPO_Dynamic,North-South,5,7.75,4,0.004,0
2797,RL_PPO_Dynamic,North-South,4,6.34,5,0.0032,0
2798,RL_PPO_Dynamic,North-South,6,8.48,1,0.0048,0
2799,RL_PPO_Dynamic,North-South,3,4.58,2,0.0024,0
2800,RL_PPO_Dynamic,North-South,6,10.66,6,0.0048,0
2801,RL_PPO_Dynamic,North-South,4,6,6,0.0032,0
2802,RL_PPO_Dynamic,North-South,3,6.25,5,0.0024,0
2803,RL_PPO_Dynamic,North-South,5,8.22,1,0.004,0
2804,RL_PPO_Dynamic,North-South,4,5.46,4,0.0032,0
2805,RL_PPO_Dynamic,North-South,5,6.69,6,0.004,0
2806,RL_PPO_Dynamic,North-South,3,4.54,4,0.0024,0
2807,RL_PPO_Dynamic,North-South,4,7.63,4,0.0032,0
2808,RL_PPO_Dynamic,North-South,5,8.89,6,0.004,0
2809,RL_PPO_Dynamic,North-South,7,12.3,2,0.0056,0
2810,RL_PPO_Dynamic,North-South,3,5.21,5,0.0024,0
2811,RL_PPO_Dynamic,North-South,4,6.38,3,0.0032,0
2812,RL_PPO_Dynamic,North-South,4,6.27,6,0.0032,0
2813,RL_PPO_Dynamic,North-South,3,4.88,6,0.0024,0
2814,RL_PPO_Dynamic,North-South,0,2,6,0,0
2815,RL_PPO_Dynamic,North-South,3,3.63,4,0.0024,0
2816,RL_PPO_Dynamic,North-South,4,6.31,1,0.0032,0
2817,RL_PPO_Dynamic,North-South,5,9.03,6,0.004,0
2818,RL_PPO_Dynamic,North-South,4,6.99,4,0.0032,0
2819,RL_PPO_Dynamic,North-South,5,8.56,3,0.004,0
2820,RL_PPO_Dynamic,North-South,3,4.56,3,0.0024,0
2821,RL_PPO_Dynamic,North-South,1,2,5,0.0008,0
2822,RL_PPO_Dynamic,North-South,0,2,4,0,0
2823,RL_PPO_Dynamic,North-South,6,10.61,2,0.0048,0
2824,RL_PPO_Dynamic,North-South,1,2.9,6,0.0008,0
2825,RL_PPO_Dynamic,North-South,2,2.88,1,0.0016,0
2826,RL_PPO_Dynamic,North-South,5,7.47,3,0.004,0
2827,RL_PPO_Dynamic,North-South,5,6.75,4,0.004,0
2828,RL_PPO_Dynamic,North-South,0,2,3,0,0
2829,RL_PPO_Dynamic,North-South,4,5.64,3,0.0032,0
2830,RL_PPO_Dynamic,North-South,3,4.39,3,0.0024,0
2831,RL_PPO_Dynamic,North-South,4,6,4,0.0032,0
2832,RL_PPO_Dynamic,North-South,4,6.94,6,0.0032,0
2833,RL_PPO_Dynamic,North-South,3,5.7,4,0.0024,0
2834,RL_PPO_Dynamic,North-South,5,8.21,5,0.004,0
2835,RL_PPO_Dynamic,East-West,2,4.76,1,0.0016,0
2836,RL_PPO_Dynamic,East-West,5,8.49,4,0.004,0
2837,RL_PPO_Dynamic,East-West,3,4.33,5,0.0024,0
2838,RL_PPO_Dynamic,East-West,3,5.54,6,0.0024,0
2839,RL_PPO_Dynamic,East-West,3,4.96,1,0.0024,0
2840,RL_PPO_Dynamic,East-West,1,3.37,5,0.0008,0
2841,RL_PPO_Dynamic,East-West,2,3.55,4,0.0016,0
2842,RL_PPO_Dynamic,East-West,6,8.17,3,0.0048,0
2843,RL_PPO_Dynamic,East-West,4,7.38,3,0.0032,0
2844,RL_PPO_Dynamic,East-West,2,4.35,6,0.0016,0
2845,RL_PPO_Dynamic,East-West,4,7.42,1,0.0032,0
2846,RL_PPO_Dynamic,East-West,4,7.49,5,0.0032,0
2847,RL_PPO_Dynamic,East-West,5,8.4,3,0.004,0
2848,RL_PPO_Dynamic,East-West,5,8.7,4,0.004,0
2849,RL_PPO_Dynamic,East-West,5,9.44,1,0.004,0
2850,RL_PPO_Dynamic,East-West,4,6.99,5,0.0032,0
2851,RL_PPO_Dynamic,East-West,2,4.41,4,0.0016,0
2852,RL_PPO_Dynamic,East-West,3,4.06,2,0.0024,0
2853,RL_PPO_Dynamic,East-West,1,3.49,1,0.0008,0
2854,RL_PPO_Dynamic,East-West,6,9.23,3,0.0048,0
2855,RL_PPO_Dynamic,East-West,3,4.71,6,0.0024,0
2856,RL_PPO_Dynamic,East-West,4,5.04,6,0.0032,0
2857,RL_PPO_Dynamic,East-West,4,7,1,0.0032,0
2858,RL_PPO_Dynamic,East-West,5,7.09,2,0.004,0
2859,RL_PPO_Dynamic,East-West,2,2.3,2,0.0016,0
2860,RL_PPO_Dynamic,East-West,4,5.8,4,0.0032,0
2861,RL_PPO_Dynamic,East-West,0,2,2,0,0
2862,RL_PPO_Dynamic,East-West,4,5.81,2,0.0032,0
2863,RL_PPO_Dynamic,East-West,5,7.25,3,0.004,0
2864,RL_PPO_Dynamic,East-West,4,7.16,6,0.0032,0
2865,RL_PPO_Dynamic,East-West,3,5.34,6,0.0024,0
2866,RL_PPO_Dynamic,East-West,2,4.53,3,0.0016,0
2867,RL_PPO_Dynamic,East-West,3,3.89,5,0.0024,0
2868,RL_PPO_Dynamic,East-West,4,5.89,4,0.0032,0
2869,RL_PPO_Dynamic,East-West,1,2.64,4,0.0008,0
2870,RL_PPO_Dynamic,East-West,2,2.66,4,0.0016,0
2871,RL_PPO_Dynamic,East-West,3,3.88,1,0.0024,0
2872,RL_PPO_Dynamic,East-West,3,5.47,1,0.0024,0
2873,RL_PPO_Dynamic,East-West,0,2,1,0,0
2874,RL_PPO_Dynamic,East-West,2,2.3,3,0.0016,0
2875,RL_PPO_Dynamic,East-West,1,2.48,1,0.0008,0
2876,RL_PPO_Dynamic,East-West,3,4.51,5,0.0024,0
2877,RL_PPO_Dynamic,East-West,2,3.72,1,0.0016,0
2878,RL_PPO_Dynamic,East-West,1,3.1,5,0.0008,0
2879,RL_PPO_Dynamic,East-West,2,3.48,2,0.0016,0
2880,RL_PPO_Dynamic,North-South,2,2.36,4,0.0016,0
2881,RL_PPO_Dynamic,North-South,3,6,4,0.0024,0
2882,RL_PPO_Dynamic,North-South,2,2.9,3,0.0016,0
2883,RL_PPO_Dynamic,North-South,3,5.26,2,0.0024,0
2884,RL_PPO_Dynamic,North-South,1,2,2,0.0008,0
2885,RL_PPO_Dynamic,North-South,0,2,6,0,0
2886,RL_PPO_Dynamic,North-South,5,7.11,2,0.004,0
2887,RL_PPO_Dynamic,North-South,3,6.44,6,0.0024,0
2888,RL_PPO_Dynamic,North-South,4,5.68,4,0.0032,0
2889,RL_PPO_Dynamic,North-South,0,2,2,0,0
2890,RL_PPO_Dynamic,North-South,4,7.52,4,0.0032,0
2891,RL_PPO_Dynamic,North-South,4,7.99,2,0.0032,0
2892,RL_PPO_Dynamic,North-South,4,5.14,5,0.0032,0
2893,RL_PPO_Dynamic,North-South,2,2.96,1,0.0016,0
2894,RL_PPO_Dynamic,North-South,4,5.11,2,0.0032,0
2895,RL_PPO_Dynamic,North-South,3,4.72,2,0.0024,0
2896,RL_PPO_Dynamic,North-South,3,4.17,3,0.0024,0
2897,RL_PPO_Dynamic,North-South,0,2,3,0,0
2898,RL_PPO_Dynamic,North-South,3,6.14,5,0.0024,0
2899,RL_PPO_Dynamic,North-South,2,4.05,1,0.0016,0
2900,RL_PPO_Dynamic,North-South,2,4.11,6,0.0016,0
2901,RL_PPO_Dynamic,North-South,5,7.94,1,0.004,0
2902,RL_PPO_Dynamic,North-South,0,2,6,0,0
2903,RL_PPO_Dynamic,North-South,2,2.93,6,0.0016,0
